,title,point,link,Show,date,genre,streaming_site,summary
305,The Wizard of Oz,"201,100",https://flixpatrol.com//franchise/the-wizard-of-oz/,Franchise,1939 – 2013,1939–2013,[],"STARRING
Rachel Weisz, James Franco, Mila Kunis, Jean Marsh, Nicol Williamson, Fairuza Balk, Judy Garland


DIRECTED BY
Sam Raimi, Walter Murch, George Cukor, Mervyn LeRoy, King Vidor"
306,American Pie,"200,800",https://flixpatrol.com//franchise/american-pie/,Franchise,1999 – 2012,Comedy,[],"STARRING
Jason Biggs, Seann William Scott, Alyson Hannigan, Chris Klein, Christopher McDonald, Thomas Ian Nicholas, Eugene Levy


DIRECTED BY
Paul Weitz, Chris Weitz, Jesse Dylan, Jon Hurwitz, Hayden Schlossberg, J.B. Rogers, Joe Nussbaum"
307,Conjuring,"200,700",https://flixpatrol.com//franchise/conjuring/,Franchise,2013 – 2021,Horror,[],"A supernatural horror film series that started The Conjuring Universe and follows Ed and Lorraine Warren, paranormal investigators and authors associated with prominent cases of haunting. Their reports inspired the Amityville Horror."
308,Gone Girl,"200,200",https://flixpatrol.com//title/gone-girl/,Movie,10/01/2014,Thriller,"['google', 'itunes', 'netflix']","With his wife's disappearance having become the focus of an intense media circus, a man sees the spotlight turned on him when it's suspected that he may not be innocent."
309,Croods,"199,000",https://flixpatrol.com//franchise/croods/,Franchise,2013 – 2020,2013–2020,[],"The prehistoric adventures of the first modern family, The Croods."
310,Addams Family,"194,900",https://flixpatrol.com//franchise/addams-family/,Franchise,1991 – 1993,Comedy,[],"The Addams Family is a 1991 American fantasy comedy film based on the characters from the cartoon of the same name created by cartoonist Charles Addams and directed by Barry Sonnenfeld. Anjelica Huston was nominated for a Golden Globe for her performance as Morticia Addams Raúl Juliá as Gomez Addams, Christina Ricci as Wednesday Addams, and Christopher Lloyd as Uncle Fester were also well received. It was commercially successful, making back several times its operating budget, and was followed by a sequel, Addams Family Values, two years later."
311,Final Destination,"194,300",https://flixpatrol.com//franchise/final-destination/,Franchise,2000 – 2011,2000–2011,[],"STARRING
Mary Elizabeth Winstead, Devon Sawa, Ali Larter, Kerr Smith, Tony Todd, Ryan Merriman, Shantel VanSanten


DIRECTED BY
James Wong, David R. Ellis, Steven Quale"
312,Scary Movie,"194,300",https://flixpatrol.com//franchise/scary-movie/,Franchise,2000 – 2013,Comedy,[],"STARRING
Anna Faris, Marlon Wayans, Craig Bierko, Charlie Sheen, Pamela Anderson, James DeBello, Jenny McCarthy


DIRECTED BY
David Zucker, Keenen Ivory Wayans, Malcolm D. Lee"
313,Happy Feet,"193,300",https://flixpatrol.com//franchise/happy-feet/,Franchise,2006 – 2011,Animated,[],Join Mumble the Emperor Penguin and friends as the show that not everyone dances to the beat of the same drummer.
314,Ice Age,"192,800",https://flixpatrol.com//franchise/ice-age/,Franchise,2002 – 2016,Animated,[],The Ice Age Movie Collection Release into theaters by Twentieth Century Fox Animation and Blue Sky Studios.
315,Mean Girls,"190,000",https://flixpatrol.com//franchise/mean-girls/,Franchise,2004 – 2004,Comedy,[],"Raised in African bush country by her zoologist parents, Cady Heron thinks she knows about survival of the fittest. But the law of the jungle takes on a whole new meaning when the home-schooled 15-year-old enters public high school for the first time and encounters psychological warfare and unwritten social rules that teenage girls face today."
316,Pocahontas,"189,300",https://flixpatrol.com//franchise/pocahontas/,Franchise,1995 – 1998,Animated,[],"A Walt Disney animated film series based on a real historic character, based on the known history and also the folklore and legend that surround the Native American woman Pocahontas, and features a fictionalized account of her encounter with Englishman John Smith and the settlers that arrived from the Virginia Company."
317,Tomb Raider,"187,400",https://flixpatrol.com//franchise/tomb-raider/,Franchise,2001 – 2018,Adventure,[],"STARRING
Angelina Jolie, Gerard Butler, Jon Voight, Alicia Vikander, Walton Goggins, Hannah John-Kamen, Iain Glen


DIRECTED BY
Jan de Bont, Simon West, Roar Uthaug"
318,Pitch Perfect,"185,700",https://flixpatrol.com//franchise/pitch-perfect/,Franchise,2012 – 2017,Comedy,[],"A series of musical comedy films follow Barden Universitys all-girl a cappella group, The Barden Bellas."
319,The LEGO Movie,"182,700",https://flixpatrol.com//franchise/the-lego-movie/,Franchise,2014 – 2019,Animated,[],A series of films based on the toys of the same name.
320,Peter Pan,"182,500",https://flixpatrol.com//franchise/peter-pan/,Franchise,1953 – 2002,Animated,[],"STARRING
Jeff Bennett, Hans Conried, Bobby Driscoll, Kathryn Beaumont, Blayne Weaver


DIRECTED BY
Clyde Geronimi, Wilfred Jackson"
321,Sherlock Holmes,"178,700",https://flixpatrol.com//franchise/sherlock-holmes/,Franchise,2009 – 2011,Crime,[],"STARRING
Robert Downey Jr., Jude Law, Jared Harris


DIRECTED BY
Guy Ritchie"
322,Mary Poppins,"177,500",https://flixpatrol.com//franchise/mary-poppins/,Franchise,1964 – 2018,UnitedStates,[],"Mary Poppins is a 1964 American musical fantasy film directed by Robert Stevenson and produced by Walt Disney, with songs written and composed by the Sherman Brothers. A sequel, Mary Poppins Returns, was released in 2018, making it one of the longest gaps between film sequels in cinematic history at 54 years."
323,Quiet Place,"175,700",https://flixpatrol.com//franchise/quiet-place/,Franchise,2018 – 2021,2018–2021,[],A series of movies that revolve around people struggling to survive in a post-apocalyptic world inhabited by blind extraterrestrial creatures with an acute sense of hearing.
324,Die Hard,"174,800",https://flixpatrol.com//franchise/die-hard/,Franchise,1988 – 2013,Action,[],"An action film series centered around the character of John McClane, a New York City police detective who finds himself fighting a group of terrorists in each film."
325,Legally Blonde,"174,200",https://flixpatrol.com//franchise/legally-blonde/,Franchise,2001 – 2003,2001–2003,[],"Legally Blonde tells the comical adventures of Elle Woods, portrayed by Reese Witherspoon in the series films, a blonde California University of Los Angeles sorority president who enrolls in law school and takes on the world with a distinct pink flare."
326,Asterix & Obelix,"172,800",https://flixpatrol.com//franchise/asterix-obelix/,Franchise,1999 – 2012,Adventure,[],Collection of the live action movie of Asterix and Obelix
327,Peter Rabbit,"170,400",https://flixpatrol.com//franchise/peter-rabbit/,Franchise,2018 – 2020,2018–2020,[],Peter Rabbit Collection
328,Percy Jackson,"168,700",https://flixpatrol.com//franchise/percy-jackson/,Franchise,2010 – 2013,Fantasy,[],"Percy Jackson & the Olympians: The Lightning Thief (also known as Percy Jackson & The Lightning Thief) is a 2010 fantasy film directed by Chris Columbus. The film is loosely based on The Lightning Thief, the first novel in the Percy Jackson & the Olympians series by Rick Riordan. It stars Logan Lerman as Percy Jackson alongside an ensemble cast that includes Brandon T. Jackson, Alexandra Daddario, Jake Abel, Rosario Dawson, Steve Coogan, Uma Thurman, Catherine Keener, Kevin McKidd, Sean Bean and Pierce Brosnan. It was released to theaters on February 12, 2010. A sequel, Percy Jackson: Sea of Monsters, was released on August 7, 2013."
329,Wreck-It Ralph,"168,100",https://flixpatrol.com//franchise/wreck-it-ralph/,Franchise,2012 – 2018,Animated,[],"A computer-animated action-adventure comedy film series that follows the adventures of video game characters from Litwaks Family Fun Center & Arcade: Wreck-It Ralph, the antagonist of the arcade game Fix-It Felix Jr Vanellope von Schweetz, a racerglitch in Sugar Rush Fix-It Felix Jr., a repairman who is the hero of Fix-It Felix Jr Sergeant Tamora Jean Calhoun, the lead character of Heros Duty and many other characters that are introduced along the way."
330,Marco Polo,"167,000",https://flixpatrol.com//title/marco-polo/,TV Show,12/12/2014,History,[],"An epic adventure that follows the early years of the famous explorer as he travels the exotic Silk Road to the great Kublai Khan’s court. But Marco soon finds that navigating the Khan’s world of greed, betrayal, sexual intrigue and rivalry will be his greatest challenge yet, even as he becomes a trusted companion to the Khan in his violent quest to become the Emperor of the World."
331,Batman,"166,800",https://flixpatrol.com//franchise/batman/,Franchise,2017 – 2017,Superhero,[],"STARRING
Christian Bale, Michael Keaton, Ben Affleck, Gal Gadot, Liam Neeson, Jack Nicholson, Nicole Kidman


DIRECTED BY
Christopher Nolan, Joel Schumacher, Tim Burton, Zack Snyder"
332,Divergent,"166,600",https://flixpatrol.com//franchise/divergent/,Franchise,2014 – 2016,ScienceFiction,[],"STARRING
Shailene Woodley, Theo James, Kate Winslet, Zoë Kravitz


DIRECTED BY
Neil Burger, Robert Schwentke"
333,Kingsman,"166,100",https://flixpatrol.com//franchise/kingsman/,Franchise,2015 – 2021,Action,[],A British-American film series based on the adventures of the agents of Kingsman a fictional secret organisation. That began with the recruitment of an unrefined but promising street kid into the agencys ultra-competitive training program.
334,13 Going On 30,"165,600",https://flixpatrol.com//title/13-going-on-30/,Movie,04/13/2004,Comedy,"['google', 'itunes', 'netflix']","After total humiliation at her thirteenth birthday party, Jenna Rink wants to just hide until shes thirty. Thanks to some wishing dust, Jennas prayer has been answered. With a knockout body, a dream apartment, a fabulous wardrobe, an athlete boyfriend, a dream job, and superstar friends, this cant be a better life. Unfortunetly, Jenna realizes that this is not what she wanted. The only one that she needs is her childhood best friend, Matt, a boy that she thought destroyed her party. But when she finds him, hes a grown up, and not the same person that she knew."
335,Sin City,"164,200",https://flixpatrol.com//franchise/sin-city/,Franchise,2005 – 2014,Crime,[],The Sin City film series are neo-noir crime thriller films based on Frank Millers graphic novel series of the same name.
336,Purge,"164,100",https://flixpatrol.com//franchise/purge/,Franchise,2013 – 2021,Horror,[],"A horror thriller film series based on a future dystopian America, where all crime is made legal once a year."
